JournalID	Journal_Name	ISSN	Publisher	Webpage
133905466	Journal of Multivariate Analysis	0047-259X		http://www.journals.elsevier.com/journal-of-multivariate-analysis/
134342477	Southern Cultures	1068-8218		
141781860	Journal of Infection and Chemotherapy	1341-321X		
142131192	New Directions for Institutional Research	0271-0579		
142907639	International Journal of Intelligent Systems Technologies and Applications	1740-8865		
143305869	Journal of Athletic Training	1062-6050		
145715788	Journal of Middle East Women's Studies	1552-5864		
147846519	Society & Animals	1063-1119		
148688756	Palaeobiodiversity and Palaeoenvironments	1867-1594		
148888956	International Studies in The Philosophy of Science	0269-8595		
150418038	Pirineos			
150848784	Journal of Emerging Market Finance	0972-6527		
151115137	Journal of The Chemical Society-dalton Transactions	0300-9246		
151421263	Journal of Circadian Rhythms	1740-3391		
154646843	Science and Technology of Advanced Materials	1468-6996		http://www.tandfonline.com/loi/tsta20
160800360	Acta Polytechnica Hungarica	1785-8860		
163326656	ACM Transactions on Mathematical Software	0098-3500		
165997499	Orthopedic Reviews	2035-8164		
167562393	Electronic Journal of Biotechnology	0717-3458		
170530361	World Today	0043-9134		
177438180	World Englishes	0883-2919		
180061323	The Review of Economics and Statistics	0034-6535		http://www.mitpressjournals.org/loi/rest
182211114	Scandinavian Journal of Behaviour Therapy	0284-5717		
182625382	American Journal of Transplantation	1600-6135		http://www.amjtransplant.com/
182854987	Ekoloji	1300-1361		
185313822	Spe Reservoir Evaluation & Engineering			
188789951	Journal of the Chemical Society	0368-1769		http://www.rsc.org/Publishing/Journals/js/
196725758	Journal of Cutaneous and Aesthetic Surgery	0974-2077		http://www.jcasonline.com/
196980128	Sign Language Studies	0302-1475		http://www.highbeam.com/publications/sign-language-studies-p61337
201325571	History Compass	1478-0542		http://muse.jhu.edu/journals/history_in_africa/
202340841	International Applied Mechanics	1063-7095		
203071428	Journal of Chinese Philosophy	0301-8121		
204002359	Canadian Journal of Soil Science	0008-4271		
206535490	Chemistry and Physics of Carbon	0069-3138		
207319443	Complexity	1076-2787		http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0526
207806050	Water Policy	1366-7017		
962203723	Synthesis Lectures on Computer Architecture	1935-3235		
1003998310	Stein			
1020933676	Palimpsest	2165-1604		http://www.sunypress.edu/p-5514-palimpsest-biannual.aspx
1026735687	Social Work & Social Sciences Review	0953-5225		
1031772518	Keats-shelley Review	0952-4142		
1042507638	Journal of the American Podiatric Medical Association	1930-8264		http://www.japmaonline.org/
2736632036	Educativa	1415-0492		
2736818619	Jurnal Cita Hukum	2356-1440		
2736900946	Transatlantica : Revue d'Études Américaines	1765-2766		
2736928689	Revista de Ciencia y Tecnología	0329-8922		
2737052606	Refleksi	0215-6253		
2737098268	Sinapsis	2145-969X		
2737611088	Critica Educativa	2447-4223		
2737660479	Andharupa	2477-2852		
2738511307	SCRIPTed: A Journal of Law, Technology & Society			
2738667655	Revista Cerrados	1678-8346		
2738906280	Investigaciones Europeas de Dirección y Economía de la Empresa	1135-2523		
2754578539	Meditsina truda i promyshlennaia ekologiia	1026-9428		
2755296576	Journal of trauma nursing	1078-7496		
2756077210	Dental update	0305-5000		
2756160137	Rozhledy v chirurgii : měsíčník Československé chirurgické společnosti	0035-9351		
2756434227	Beiträge zur pathologischen Anatomie und zur allgemeinen Pathologie	0366-2446		
2764345705	Journal of International Migration and Integration	1488-3473		
2764393730	Construction Management Modernization			
2764396500	The Chinese Journal of Clinical Pharmacology			
2764403354	Geoderma Regional	2352-0094		
2764408298	Race and justice	2153-3687		
2764457077	Future of Food: Journal on Food, Agriculture and Society	2197-411X		
2764462298	Journal of Environmental Studies and Sciences	2190-6491		
2764470026	BMJ Simulation and Technology Enhanced Learning	2056-6697		
2764475495	Metals technology	0307-1693		
2764490325	Journal of Vietnamese Medicine	0686-3174		
2764504847	Journal of Chemical Engineering of Chinese Universities			
2764509344	CHINESE LITERATURE	1226-2943		
2764513995	APSP journal of case reports	2218-8185		
2764530278	Critical interventions	1930-1944		
2764566294	Journal of health disparities research and practice	2166-5222		
2764570898	EJNMMI research	2191-219X	SpringerOpen	https://ejnmmires.springeropen.com
2764588238	Journal of Gansu Radio & Television University			
2764588810	Transmodernity: Journal of Peripheral Cultural Production of the Luso-Hispanic World	2154-1361		
2764592554	Sociology and social research	0038-0393		
2764613744	Contributions to atmospheric physics	0005-8173		
2764620067	International journal for parasitology. Parasites and wildlife	2213-2244		
2764628540	Journal of Tropical Soils	2086-6682		
2764630660	Journal of Human Resource Management Research	1598-2637		
2764638407	Journal of Jiangxi University of Traditional Chinese Medicine			
2764667466	Journal of Hangzhou Medical College			
2764686203	Learning Community-An International Journal of Educational and Social Development	0976-3201		
2764686623	Climatic and Environmental Research			
2764698908	Pipe line & gas industry	1079-8765		
2764713154	Center for Embedded Network Sensing			
2764716497	Western journal of black studies	0197-4327		
2764757881	Kwansei Gakuin University humanities review	1342-8853		
2764759538	Passenger Transport	0364-345X		
2764763044	Personal Computing archive	0192-5490		
2764786908	Journal of Sustainable Energy and Environment			
2764795804	Australasian leisure management	1446-1374		
2764800790	Advances in Physical Education	2164-0386		
2764803493	The International Journal of Fuzzy Logic and Intelligent Systems			
2764823740	Annals of Horticulture	0974-8784		
2764830308	Natural Sciences Education			
2764830895	Computer-assisted Foreign Language Education			
2764842553	Journal of Language and Literature Studies			
2764847762	Avaliaçao Psicologica: Interamerican Journal of Psychological Assessment	1677-0471		
2764856465	Journal of Chengdu Electromechanical College			
2764862927	Scientific Messenger of LNU of Veterinary Medicine and Biotechnology			
2764867619	International Journal of Cardiovascular Disease			
2764872401	Literacy Information and Computer Education Journal	2040-2589		
2764881116	Nanoindustry Russia			
2764895105	Journal of applied cosmetology	0392-8543		
2764899548	Science of Travel Medicine			
2764908056	The Korean Journal of Industrial and Organizational Psychology	1229-0696		
2764940014	Zhejiang Medical Education			
2764948295	ASTM special technical publications			
2764960905	Journal of Jiangsu Teachers University of Technology			
2764964142	JCI insight	2379-3708		
2764966270	The Sight-saving review	0037-4822		
2764974163	Studies in Hispanic and Lusophone Linguistics	1939-0238		
2764975886	Journal of Beijing Broadcasting Institute			
2764975923	American Journal of Internal Medicine	2330-4316		
2764980980	Osaka Mathematical Journal			
2764992142	Agricultural Science			
2765007161	Journal of Henan Urban Construction Junior College			
2765007447	Journal of general chemistry of the USSR	0022-1279		
2765014630	Journal of Clinical Radilolgy			
2765019747	Coal Mine Modernization			
2765020314	e-review of tourism research	1941-5842		
2765020454	Tropical Agriculturist	0041-3224		
2765048444	Medicine Science | International Medical Journal	2147-0634		
2765048636	Journal- International Association for Shell and Spatial Structures	1028-365X		
2765053238	Arab journal of nephrology and transplantation	1858-554X		
2765055194	Western Indian Ocean journal of marine science			
2765061489	Technical report of IEICE. EA			
2765061603	British journal of music therapy	1359-4575		
2765072494	The Iranian Journal of Veterinary Science and Technology	2008-465X		
2765073733	International Journal of Law			
2914570833	Australasian Journal of Neuroscience	1032-335X	Exeley	https://www.exeley.com/journal/australasian_journal_of_neuroscience
4364076	Silicates Industriels			
5727865	Mind, Brain, and Education	1751-2271		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-228X
6379060	Journal of Pharmacology and Toxicology	1816-496X		
11825495	Polis (santiago)	0717-6554		
12037425	Revue D'histoire Des Sciences Et De Leurs Applications			
14607924	Journals of Gerontology Series A-biological Sciences and Medical Sciences			
17452528	Mutation Research\/environmental Mutagenesis and Related Subjects			
17966810	European Environment	0961-0405		
18660344	Fungal Ecology	1878-0083		
24207032	Science Translational Medicine	1946-6234		
24210505	International Journal of Cognition and Technology	1569-2167		
29683681	Annales De Chirurgie Vasculaire			
31191957	Molecular Biotechnology	1073-6085		http://www.springer.com/chemistry/biotechnology/journal/12033
36339387	British Journal of Clinical Psychology	0144-6657		http://www.wiley.com/bw/journal.asp?ref=0144-6657&site=1
38784957	The Open Biomarkers Journal	1875-3183		
39426236	Pakistan Journal of Social Sciences			
40710572	Topoi-an International Review of Philosophy	0167-7411		
46059054	Interactive Marketing	4163-5178		
52101789	The Chesterton Review	0317-0500		http://www.pdcnet.org/chesterton
52576280	Max Planck Yearbook of United Nations Law			
53055215	Child Abuse & Neglect	0145-2134		
57050787	Advances in Computational Mathematics	1019-7168		
58203057	European Journal of Comparative Economics	1824-2979		http://eaces.liuc.it/
64961995	Molecular Ecology Resources	1755-098X		
66303039	Milan Journal of Mathematics	1424-9286		
67252149	Rinsho Yakuri\/japanese Journal of Clinical Pharmacology and Therapeutics			
67514239	Experimental Biology and Medicine	1535-3699		http://www.sagepub.com/journals/Journal202180/title
71879176	Annals of Applied Biology	0003-4746		
78926909	The Vldb Journal	1066-8888		
81028643	Acta Zoologica Bulgarica	0324-0770		http://www.acta-zoologica-bulgarica.eu/
81770430	Knowledge and Information Systems	0219-3116		
84307798	Cancer Microenvironment	1875-2284		
84445930	Journal of Southern African Studies	0305-7070		http://www.tandfonline.com/cjss
86238769	Neuropeptides	0143-4179		
86928415	Innes Review	0020-157X		
88537382	Modern Physics Letters B	0217-9849		http://www.worldscientific.com/worldscinet/mplb
88660727	Mental Health and Substance Use: Dual Diagnosis	1752-3273		
88920680	Intangible Capital	1697-9818		
99467063	Leadership in Action	1093-6092		
100370944	Steel Research	1611-3683		
102921119	Journal of King Abdulaziz University-meteorology, Environment and Arid Land Agriculture Sciences			
103923857	International Journal of Pancreatology			
110213010	Journal of Petrology	0022-3530		http://petrology.oxfordjournals.org/
110755011	Hastings Constitutional Law Quarterly	0094-5617		http://www.hastingsconlawquarterly.org/
113410967	Canadian Journal of Linguistics-revue Canadienne De Linguistique			
113963021	Kleintier Konkret	1434-9132		
114504424	Language Teaching	0261-4448		http://journals.cambridge.org/action/displayJournal?jid=LTA
114672695	Seminars in Cardiothoracic and Vascular Anesthesia	1089-2532		http://scv.sagepub.com/
122769203	Journal of Plant Interactions	1742-9145		
132839637	Journal of the American Medical Directors Association	1525-8610		http://www.jamda.com/
138433285	Journal of Sport Rehabilitation	1056-6716		
144424300	Journal De Mycologie Medicale	1156-5233		
145606529	International Journal of Forming Processes			
151157582	Journal of Moral Education	0305-7240		
158901929	Journal for the Education of the Gifted	0162-3532		http://jeg.sagepub.com/
159060888	Nursing Management (springhouse)			
159647955	Applied Geomatics	1866-928X		
160681128	Journal of Microencapsulation	0265-2048		
161978192	Revue de synthèse	0035-1776		
168665667	Materiali in Tehnologije	1580-2949		
168898714	Journal of Solid State Chemistry	0022-4596		http://www.journals.elsevier.com/journal-of-solid-state-chemistry/
169293703	Molecular BioSystems	1742-2051		http://www.rsc.org/Publishing/Journals/MB/about.asp
169363509	Tellus B	0280-6509		http://tellusb.net/index.php/tellusb/index
170231156	International Journal of Entrepreneurial Behaviour & Research	1355-2554		
171311646	Diabetes Research and Clinical Practice	0168-8227		
172004202	Paleontological Research	1342-8144		
173718193	Journal of the American Academy of Religion	0002-7189		http://jaar.oxfordjournals.org/
176738267	Journal of Behavioral Health Services & Research	1094-3412		
177533077	Cell Metabolism	1550-4131		http://www.cellmetabolism.org/
181986260	Tel Aviv: Journal of The Institute of Archaeology of Tel Aviv University			
184316860	Journal of Arid Land	1674-6767		
185998370	Feminist Theory	1464-7001		http://fty.sagepub.com/
189700591	International Journal of Software and Informatics	1673-7288		http://www.ijsi.org/
195544612	Annales Umcs, Historia			
196543002	Journal of Marketing Practice: Applied Marketing Science			
